UDI,Product ID,Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Target,Failure Type
447,47626,L,297.5,308.6,1452,39.0,72,0,No Failure
448,15307,M,297.6,308.7,1376,59.9,74,0,No Failure
449,47628,L,297.5,308.6,1552,44.9,77,0,No Failure
450,47629,L,297.6,308.7,1622,37.9,79,0,No Failure
451,15310,M,297.6,308.7,1419,41.7,81,0,No Failure
452,29865,H,297.5,308.6,1440,46.1,84,0,No Failure
453,15312,M,297.4,308.6,1643,31.0,89,0,No Failure
454,47633,L,297.4,308.7,1510,36.2,92,0,No Failure
455,47634,L,297.4,308.7,1468,46.6,94,0,No Failure
456,47635,L,297.4,308.7,1429,57.4,96,0,No Failure
457,29870,H,297.3,308.7,1478,47.6,98,0,No Failure
458,47637,L,297.4,308.6,1276,53.6,103,0,No Failure
459,47638,L,297.3,308.6,1486,42.6,105,0,No Failure
460,47639,L,297.4,308.6,1476,42.3,107,0,No Failure
461,29874,H,297.3,308.6,1431,42.0,109,0,No Failure
462,47641,L,297.4,308.7,1402,40.2,114,0,No Failure
463,47642,L,297.4,308.7,1433,43.4,116,0,No Failure
464,47643,L,297.4,308.7,2874,4.2,118,1,Power Failure
465,47644,L,297.3,308.6,1511,35.7,120,0,No Failure
466,15325,M,297.3,308.6,1456,42.9,122,0,No Failure
467,47646,L,297.2,308.5,1550,41.5,125,0,No Failure
468,47647,L,297.2,308.5,2182,16.5,127,0,No Failure
469,47648,L,297.3,308.7,1619,31.6,129,0,No Failure
470,15329,M,297.3,308.8,1586,32.7,131,0,No Failure
471,29884,H,297.3,308.8,1499,44.2,134,0,No Failure
472,29885,H,297.3,308.8,1419,42.4,139,0,No Failure
473,15332,M,297.4,309.0,1497,41.8,144,0,No Failure
474,15333,M,297.4,309.0,1520,37.0,147,0,No Failure
475,47654,L,297.4,309.1,1478,49.8,150,0,No Failure
476,47655,L,297.4,309.1,1380,41.1,152,0,No Failure
477,47656,L,297.4,309.0,1570,37.9,154,0,No Failure
478,29891,H,297.4,309.0,1468,41.4,156,0,No Failure
479,47658,L,297.4,309.0,1833,22.6,161,0,No Failure
480,15339,M,297.4,308.9,1323,57.3,163,0,No Failure
481,47660,L,297.4,309.0,1583,32.0,166,0,No Failure
482,15341,M,297.3,309.0,1556,39.5,168,0,No Failure
483,47662,L,297.3,309.0,1548,37.4,171,0,No Failure
484,47663,L,297.4,309.0,1324,56.9,173,0,No Failure
485,47664,L,297.4,309.0,1568,33.7,175,0,No Failure
486,15345,M,297.4,309.0,1685,30.7,177,0,No Failure
487,15346,M,297.4,309.1,1582,35.9,180,0,No Failure
488,15347,M,297.4,309.1,1463,35.0,183,0,No Failure
489,47668,L,297.4,309.2,1584,42.8,186,0,No Failure
490,15349,M,297.5,309.2,1347,55.8,188,0,No Failure
491,47670,L,297.4,309.2,1459,37.9,191,0,No Failure
492,47671,L,297.4,309.2,1420,45.6,193,0,No Failure
493,47672,L,297.5,309.3,1404,43.5,195,0,No Failure
494,47673,L,297.5,309.3,1470,38.8,197,0,No Failure
495,47674,L,297.6,309.4,1326,49.8,199,0,No Failure
496,29909,H,297.5,309.3,1459,49.7,201,0,No Failure
497,15356,M,297.5,309.2,1530,40.0,206,0,No Failure
498,47677,L,297.4,309.0,1505,39.2,209,0,No Failure
499,47678,L,297.5,309.1,1611,30.2,211,0,No Failure
500,47679,L,297.5,309.1,1515,35.1,213,0,No Failure
501,15360,M,297.5,309.2,1804,27.4,215,0,No Failure
502,15361,M,297.6,309.3,1464,46.2,218,0,No Failure
503,47682,L,297.6,309.2,1390,43.3,221,0,No Failure
504,15363,M,297.6,309.2,1442,48.1,0,0,No Failure
505,15364,M,297.6,309.3,1529,41.9,3,0,No Failure
506,47685,L,297.6,309.3,1610,35.0,6,0,No Failure
507,47686,L,297.6,309.3,1543,34.3,8,0,No Failure
508,29921,H,297.8,309.4,1445,48.2,10,0,No Failure
509,47688,L,297.7,309.3,1893,24.6,15,0,No Failure
510,15369,M,297.6,309.3,1415,41.3,17,0,No Failure
511,47690,L,297.5,309.3,1564,37.5,20,0,No Failure
512,47691,L,297.5,309.3,1479,39.4,22,0,No Failure
513,47692,L,297.5,309.2,1426,44.8,24,0,No Failure
514,47693,L,297.4,309.2,1428,38.8,26,0,No Failure
515,47694,L,297.4,309.2,1620,33.2,28,0,No Failure
516,47695,L,297.5,309.2,1715,28.0,30,0,No Failure
517,47696,L,297.5,309.3,1732,29.9,32,0,No Failure
518,15377,M,297.5,309.4,1391,58.2,34,0,No Failure
519,47698,L,297.6,309.5,1924,20.6,37,0,No Failure
520,15379,M,297.7,309.5,2027,19.8,39,0,No Failure
521,47700,L,297.6,309.5,1617,36.2,42,0,No Failure
522,47701,L,297.5,309.4,1497,35.8,44,0,No Failure
523,15382,M,297.5,309.5,1448,43.7,46,0,No Failure
524,47703,L,297.4,309.4,1401,45.9,49,0,No Failure
525,47704,L,297.4,309.4,1620,35.4,51,0,No Failure
526,47705,L,297.4,309.4,1466,45.5,53,0,No Failure
527,47706,L,297.6,309.5,1373,50.6,55,0,No Failure
528,15387,M,297.6,309.6,1592,35.8,57,0,No Failure
529,15388,M,297.5,309.5,1553,42.4,60,0,No Failure
530,47709,L,297.6,309.5,1569,36.2,63,0,No Failure
531,15390,M,297.6,309.5,1709,32.2,65,0,No Failure
532,47711,L,297.6,309.5,1549,34.9,68,0,No Failure
533,47712,L,297.5,309.4,1443,45.4,70,0,No Failure
534,47713,L,297.5,309.3,1675,29.8,72,0,No Failure
535,47714,L,297.5,309.3,1623,33.4,74,0,No Failure
536,29949,H,297.4,309.3,1365,52.4,76,0,No Failure
537,47716,L,297.4,309.3,1759,24.8,81,0,No Failure
538,29951,H,297.4,309.3,1516,43.0,83,0,No Failure
539,15398,M,297.4,309.3,1499,36.8,88,0,No Failure
540,15399,M,297.4,309.3,1775,25.8,91,0,No Failure
541,47720,L,297.4,309.4,1473,45.5,94,0,No Failure
542,47721,L,297.4,309.4,1296,52.3,96,0,No Failure
543,47722,L,297.5,309.4,1803,24.7,98,0,No Failure
544,29957,H,297.5,309.3,1563,36.1,100,0,No Failure
545,15404,M,297.5,309.4,1831,26.6,105,0,No Failure
546,47725,L,297.6,309.4,1958,22.1,108,0,No Failure
547,47726,L,297.5,309.4,1809,24.3,110,0,No Failure
548,15407,M,297.5,309.4,1482,39.3,112,0,No Failure
549,47728,L,297.4,309.3,1332,53.2,115,0,No Failure
550,47729,L,297.4,309.2,1437,40.4,117,0,No Failure
551,47730,L,297.4,309.2,1698,29.4,119,0,No Failure
552,47731,L,297.4,309.2,1274,54.3,121,0,No Failure
553,15412,M,297.4,309.3,1622,35.0,123,0,No Failure
554,15413,M,297.4,309.3,1564,36.0,126,0,No Failure
555,29968,H,297.5,309.4,1368,45.3,129,0,No Failure
556,15415,M,297.4,309.4,1539,42.2,134,0,No Failure
557,47736,L,297.5,309.4,1357,50.1,137,0,No Failure
558,15417,M,297.5,309.4,1433,48.3,139,0,No Failure
559,47738,L,297.5,309.4,1650,34.6,142,0,No Failure
560,47739,L,297.5,309.4,1503,40.6,144,0,No Failure
561,47740,L,297.5,309.4,1318,58.2,146,0,No Failure
562,15421,M,297.5,309.4,1678,34.4,148,0,No Failure
563,47742,L,297.6,309.5,1574,30.9,151,0,No Failure
564,47743,L,297.7,309.6,1529,35.2,153,0,No Failure
565,29978,H,297.6,309.6,1669,32.1,155,0,No Failure
566,29979,H,297.7,309.7,1570,35.8,160,0,No Failure
567,15426,M,297.6,309.7,1541,33.7,165,0,No Failure
568,15427,M,297.7,309.7,1680,30.2,168,0,No Failure
569,47748,L,297.8,309.7,1935,22.1,171,0,No Failure
570,15429,M,297.7,309.6,1596,35.2,173,0,No Failure
571,47750,L,297.7,309.7,1498,41.0,176,0,No Failure
572,15431,M,297.8,309.8,1676,29.0,178,0,No Failure
573,47752,L,297.8,309.9,1351,49.0,181,0,No Failure
574,47753,L,297.9,309.9,1472,45.0,183,0,No Failure
575,15434,M,297.9,310.0,1439,41.7,185,0,No Failure
576,15435,M,297.9,309.9,1410,55.4,188,0,No Failure
577,29990,H,297.7,309.7,1440,51.1,191,0,No Failure
578,47757,L,297.7,309.7,1591,37.7,196,0,No Failure
579,47758,L,297.8,309.8,1533,36.8,198,0,No Failure
580,15439,M,297.8,309.7,1700,31.3,200,0,No Failure
581,15440,M,297.8,309.8,1798,25.5,203,0,No Failure
582,47761,L,297.8,309.7,1394,42.9,206,0,No Failure
583,47762,L,297.8,309.7,1341,49.2,208,0,No Failure
584,29997,H,297.7,309.6,1697,32.2,210,0,No Failure
585,29998,H,297.6,309.6,1419,48.2,215,0,No Failure
586,47765,L,297.6,309.5,2001,20.5,220,0,No Failure
587,47766,L,297.6,309.6,1501,49.8,222,1,Overstrain Failure
588,30001,H,297.6,309.5,1623,33.1,224,0,No Failure
589,47768,L,297.6,309.4,1628,33.4,229,0,No Failure
590,47769,L,297.6,309.4,1491,40.2,231,0,No Failure
591,47770,L,297.5,309.4,1517,36.7,233,0,No Failure
592,30005,H,297.5,309.3,1525,41.7,235,0,No Failure
593,30006,H,297.5,309.5,1668,27.9,240,0,No Failure
594,47773,L,297.5,309.6,1312,50.7,0,0,No Failure
595,30008,H,297.6,309.6,1278,50.4,2,0,No Failure
596,15455,M,297.6,309.6,1330,53.1,7,0,No Failure
597,15456,M,297.6,309.6,1530,37.3,10,0,No Failure
598,30011,H,297.6,309.6,1428,46.6,13,0,No Failure
599,47778,L,297.7,309.6,1480,47.9,18,0,No Failure
600,30013,H,297.7,309.7,1616,31.1,20,0,No Failure
601,47780,L,297.8,309.7,1547,37.3,25,0,No Failure
602,47781,L,297.9,309.7,2194,16.8,27,0,No Failure
603,47782,L,297.9,309.8,2000,21.3,29,0,No Failure
604,47783,L,297.9,309.8,1336,71.6,31,1,Power Failure
605,47784,L,297.9,309.9,1542,33.8,33,0,No Failure
606,15465,M,297.9,309.8,1693,29.9,35,0,No Failure
607,47786,L,297.9,309.8,1461,50.5,38,0,No Failure
608,15467,M,298.0,309.9,1565,33.9,40,0,No Failure
609,47788,L,298.0,309.9,1403,47.7,43,0,No Failure
610,47789,L,298.1,309.9,1629,32.5,45,0,No Failure
611,47790,L,298.1,310.0,1534,33.7,47,0,No Failure
612,47791,L,298.1,310.0,1553,40.9,49,0,No Failure
613,47792,L,298.1,309.9,1563,32.8,51,0,No Failure
614,47793,L,298.1,309.9,1634,30.0,53,0,No Failure
615,15474,M,298.0,309.9,1445,45.2,55,0,No Failure
616,47795,L,298.1,309.9,1642,30.4,58,0,No Failure
617,30030,H,298.1,309.9,1686,29.1,60,0,No Failure
618,15477,M,298.1,310.0,1393,43.1,65,0,No Failure
619,30032,H,298.2,310.0,1433,44.2,68,0,No Failure
620,47799,L,298.3,310.0,1507,44.7,73,0,No Failure
621,15480,M,298.3,310.1,1389,49.6,75,0,No Failure
622,47801,L,298.3,310.1,1408,45.3,78,0,No Failure
623,15482,M,298.4,310.2,1725,32.0,80,0,No Failure
624,47803,L,298.4,310.1,1926,23.7,83,0,No Failure
625,30038,H,298.3,310.1,1509,37.6,85,0,No Failure
626,47805,L,298.3,310.1,1545,36.3,90,0,No Failure
627,47806,L,298.4,310.1,1533,35.2,92,0,No Failure
628,47807,L,298.4,310.1,1455,42.2,94,0,No Failure
629,15488,M,298.4,310.1,1335,57.8,96,0,No Failure
630,47809,L,298.3,310.1,1523,45.9,99,0,No Failure
631,47810,L,298.3,310.0,1460,47.6,101,0,No Failure
632,47811,L,298.4,310.0,1554,37.3,103,0,No Failure
633,30046,H,298.3,310.0,1419,47.1,105,0,No Failure
634,47813,L,298.3,310.0,1442,43.9,110,0,No Failure
635,47814,L,298.3,309.9,1507,41.6,112,0,No Failure
636,47815,L,298.3,310.0,1858,23.9,114,0,No Failure
637,47816,L,298.3,309.9,1463,43.9,116,0,No Failure
638,47817,L,298.2,309.7,1585,37.4,118,0,No Failure
639,47818,L,298.0,309.6,1536,37.3,120,0,No Failure
640,47819,L,298.0,309.6,1403,51.3,122,0,No Failure
641,15500,M,297.9,309.6,1515,38.8,124,0,No Failure
642,47821,L,297.9,309.5,1390,47.9,127,0,No Failure
643,15502,M,297.8,309.4,1226,58.7,129,0,No Failure
644,15503,M,297.8,309.4,1495,36.5,132,0,No Failure
645,30058,H,297.7,309.4,1608,30.2,135,0,No Failure
646,47825,L,297.7,309.4,1392,44.1,140,0,No Failure
647,15506,M,297.7,309.4,1461,43.7,142,0,No Failure
648,47827,L,297.7,309.3,1559,36.9,145,0,No Failure
649,30062,H,297.7,309.3,1400,48.9,147,0,No Failure
650,15509,M,297.7,309.2,1732,28.8,152,0,No Failure
651,47830,L,297.6,309.2,1611,33.1,155,0,No Failure
652,47831,L,297.6,309.1,1503,38.9,157,0,No Failure
653,47832,L,297.7,309.2,1391,44.5,159,0,No Failure
654,47833,L,297.8,309.3,2015,20.1,161,0,No Failure
655,47834,L,297.8,309.2,1683,30.9,163,0,No Failure
656,47835,L,297.7,309.1,1435,38.8,165,0,No Failure
657,15516,M,297.7,309.1,1732,28.1,167,0,No Failure
658,47837,L,297.7,309.2,1365,58.6,170,0,No Failure
659,47838,L,297.7,309.1,1562,36.8,172,0,No Failure
660,47839,L,297.6,309.1,1449,49.1,174,0,No Failure
661,15520,M,297.7,309.2,1700,27.4,176,0,No Failure
662,15521,M,297.6,309.0,1427,45.6,179,0,No Failure
663,15522,M,297.6,308.9,1479,38.1,182,0,No Failure
664,47843,L,297.5,308.9,1469,44.0,185,0,No Failure
665,47844,L,297.5,308.9,1390,47.4,187,0,No Failure
666,47845,L,297.5,308.9,1729,28.1,189,0,No Failure
667,47846,L,297.5,309.0,1470,43.5,191,0,No Failure
668,47847,L,297.5,308.9,1459,48.5,193,0,No Failure
669,47848,L,297.5,308.9,1738,24.0,195,0,No Failure
670,30083,H,297.5,308.9,1471,37.7,197,0,No Failure
671,47850,L,297.6,309.0,1822,25.4,202,0,No Failure
672,47851,L,297.5,308.9,1554,34.8,204,0,No Failure
673,15532,M,297.6,308.9,1433,43.2,206,0,No Failure
674,47853,L,297.6,308.9,1449,47.7,209,0,No Failure
675,47854,L,297.8,309.0,1456,41.2,0,0,No Failure
676,15535,M,297.8,309.1,1424,45.5,2,0,No Failure
677,30090,H,297.9,309.2,1577,34.7,5,0,No Failure
678,47857,L,297.9,309.2,1478,39.7,10,0,No Failure
679,15538,M,297.8,309.2,1295,61.2,12,0,No Failure
680,47859,L,297.8,309.2,1372,47.3,15,0,No Failure
681,15540,M,297.8,309.1,1432,42.6,17,0,No Failure
682,15541,M,297.7,309.0,1656,33.2,20,0,No Failure
683,30096,H,297.8,309.0,1410,48.8,23,0,No Failure
684,47863,L,297.7,309.0,1874,24.4,28,0,No Failure
685,47864,L,297.7,309.0,1538,43.2,30,0,No Failure
686,15545,M,297.7,309.0,1636,29.7,32,0,No Failure
687,15546,M,297.7,309.0,1504,40.4,35,0,No Failure
688,15547,M,297.7,309.0,1531,42.4,38,0,No Failure
689,30102,H,297.6,309.0,1735,26.4,41,0,No Failure
690,30103,H,297.6,309.0,1354,55.6,46,0,No Failure
691,30104,H,297.6,309.0,1413,40.2,51,0,No Failure
692,47871,L,297.7,309.1,1563,39.3,56,0,No Failure
693,47872,L,297.7,309.1,1479,42.1,58,0,No Failure
694,47873,L,297.7,309.1,1477,38.3,60,0,No Failure
695,47874,L,297.6,309.1,1394,50.0,62,0,No Failure
696,47875,L,297.6,309.0,1487,45.4,64,0,No Failure
697,15556,M,297.6,309.0,1815,25.3,66,0,No Failure
698,15557,M,297.6,308.8,1453,39.7,69,0,No Failure
699,47878,L,297.6,308.8,1539,40.2,72,0,No Failure
700,30113,H,297.5,308.7,1416,39.2,74,0,No Failure
701,15560,M,297.6,308.8,1683,31.6,79,0,No Failure
702,47881,L,297.7,308.8,1515,40.1,82,0,No Failure
703,15562,M,297.7,308.9,1531,48.3,84,0,No Failure
704,30117,H,297.7,308.9,1479,40.9,87,0,No Failure
705,47884,L,297.7,308.9,1516,33.7,92,0,No Failure
706,47885,L,297.7,309.0,1507,38.2,94,0,No Failure
707,15566,M,297.8,309.0,1434,43.3,96,0,No Failure
708,47887,L,297.7,308.9,1838,27.3,99,0,No Failure
709,15568,M,297.6,308.8,1416,45.9,101,0,No Failure
710,15569,M,297.6,308.8,1357,49.7,104,0,No Failure
711,15570,M,297.5,308.7,1697,28.1,107,0,No Failure
712,47891,L,297.5,308.7,1443,46.2,110,0,No Failure
713,47892,L,297.5,308.7,1453,37.6,112,0,No Failure
714,47893,L,297.4,308.6,1439,46.4,114,0,No Failure
715,47894,L,297.4,308.6,1609,36.2,116,0,No Failure
716,47895,L,297.4,308.6,1324,59.1,118,0,No Failure
717,30130,H,297.4,308.6,1420,45.8,120,0,No Failure
718,47897,L,297.4,308.7,1545,36.9,125,0,No Failure
719,47898,L,297.5,308.8,1477,39.0,127,0,No Failure
720,47899,L,297.4,308.8,1447,58.1,129,0,No Failure
721,47900,L,297.4,308.9,1809,23.8,131,0,No Failure
722,47901,L,297.5,308.9,1696,30.9,133,0,No Failure
723,47902,L,297.5,308.9,1427,44.7,135,0,No Failure
724,15583,M,297.4,308.9,1500,46.3,137,0,No Failure
725,47904,L,297.5,308.9,1390,44.6,140,0,No Failure
726,47905,L,297.4,308.8,1640,34.2,142,0,No Failure
727,15586,M,297.4,308.8,1628,37.4,144,0,No Failure
728,30141,H,297.3,308.6,1499,37.6,147,0,No Failure
729,15588,M,297.4,308.7,1425,50.3,152,0,No Failure
730,47909,L,297.3,308.6,1586,37.7,155,0,No Failure
731,15590,M,297.3,308.6,1471,50.7,157,0,No Failure
732,15591,M,297.3,308.6,1431,53.0,160,0,No Failure
733,47912,L,297.2,308.6,1924,22.1,163,0,No Failure
734,15593,M,297.1,308.4,1421,42.0,165,0,No Failure
735,30148,H,297.0,308.4,1305,54.6,168,0,No Failure
736,47915,L,296.9,308.4,1557,32.4,173,0,No Failure
737,47916,L,296.9,308.3,1555,38.2,175,0,No Failure
738,30151,H,296.9,308.3,1474,39.2,177,0,No Failure
739,47918,L,296.8,308.3,1506,45.9,182,0,No Failure
740,47919,L,296.9,308.4,1390,41.8,184,0,No Failure
741,15600,M,296.9,308.4,1450,46.9,186,0,No Failure
742,47921,L,296.9,308.3,1513,38.8,189,0,No Failure
743,47922,L,296.8,308.2,1643,34.7,191,0,No Failure
744,47923,L,296.8,308.2,1361,53.8,193,0,No Failure
745,47924,L,296.7,308.1,1450,40.9,195,0,No Failure
746,47925,L,296.7,308.0,1451,50.7,197,0,No Failure
747,47926,L,296.8,308.1,1289,62.0,199,1,Overstrain Failure
748,47927,L,296.8,308.1,1356,48.3,201,0,No Failure
749,30162,H,296.7,308.1,1528,46.3,203,0,No Failure
750,47929,L,296.6,308.0,1978,22.3,208,0,No Failure
751,47930,L,296.7,308.0,1535,36.8,210,0,No Failure
752,15611,M,296.8,308.1,1843,24.2,212,0,No Failure
753,47932,L,296.9,308.1,1422,48.7,215,0,No Failure
754,47933,L,296.8,308.0,1536,40.4,217,0,No Failure
755,15614,M,296.9,308.1,1483,44.3,219,0,No Failure
756,30169,H,296.8,308.1,1492,43.7,222,0,No Failure
757,47936,L,296.8,308.0,1584,40.4,227,0,No Failure
758,47937,L,296.9,308.1,1555,33.7,229,0,No Failure
759,47938,L,296.8,308.0,1497,41.7,231,0,No Failure
760,15619,M,296.7,307.8,1537,36.3,233,0,No Failure
761,47940,L,296.7,307.8,1505,39.4,236,0,No Failure
762,47941,L,296.7,307.8,1646,34.6,238,0,No Failure
763,15622,M,296.7,307.8,1286,60.5,0,0,No Failure
764,47943,L,296.7,307.8,1400,47.5,3,0,No Failure
765,47944,L,296.8,307.9,1337,56.5,5,0,No Failure
766,47945,L,296.9,308.0,1332,53.9,7,0,No Failure
767,47946,L,296.8,308.0,1561,38.3,9,0,No Failure
768,47947,L,296.9,308.0,1546,31.1,11,0,No Failure
769,47948,L,296.9,308.0,1713,29.3,13,0,No Failure
770,47949,L,296.9,308.0,1343,44.5,15,0,No Failure
771,47950,L,296.8,308.0,1391,54.4,17,0,No Failure
772,30185,H,296.8,308.0,1311,58.6,19,0,No Failure
773,30186,H,296.8,308.0,1453,51.0,24,0,No Failure
774,47953,L,296.8,308.0,1510,39.4,29,0,No Failure
775,47954,L,296.8,307.9,1448,48.8,31,0,No Failure
776,47955,L,296.7,307.8,1453,46.0,33,0,No Failure
777,47956,L,296.7,307.8,1468,39.2,35,0,No Failure
778,47957,L,296.7,307.8,1382,47.5,37,0,No Failure
779,47958,L,296.7,308.0,1580,32.2,39,0,No Failure
780,47959,L,296.8,308.0,1666,29.8,41,0,No Failure
781,15640,M,296.9,308.0,1409,50.7,43,0,No Failure
782,47961,L,296.8,308.0,1675,29.7,46,0,No Failure
783,47962,L,296.8,307.9,1698,30.8,48,0,No Failure
784,30197,H,296.7,307.9,1579,33.4,50,0,No Failure
785,47964,L,296.7,307.9,1743,27.9,55,0,No Failure
786,15645,M,296.9,308.0,1497,44.8,57,0,No Failure
787,47966,L,296.9,308.1,1741,28.8,60,0,No Failure
788,47967,L,296.9,308.1,1435,45.3,62,0,No Failure
789,15648,M,296.9,308.1,1440,46.3,64,0,No Failure
790,15649,M,296.9,308.0,1641,33.3,67,0,No Failure
791,47970,L,296.8,307.9,1420,45.4,70,0,No Failure
792,47971,L,296.8,307.9,1611,35.4,72,0,No Failure
793,47972,L,296.8,307.8,1373,42.9,74,0,No Failure
794,15653,M,296.8,307.9,1683,31.8,76,0,No Failure
795,30208,H,296.9,307.9,1547,32.6,79,0,No Failure
796,47975,L,296.9,307.8,1605,37.0,84,0,No Failure
797,15656,M,296.9,307.9,2010,18.9,86,0,No Failure
798,47977,L,296.8,307.7,1565,40.1,89,0,No Failure
799,15658,M,296.9,307.8,1828,24.6,91,0,No Failure
800,15659,M,297.0,307.8,1579,34.1,94,0,No Failure
801,15660,M,297.0,307.9,1882,24.2,97,0,No Failure
802,47981,L,296.9,307.8,1285,52.1,100,0,No Failure
803,47982,L,296.9,307.8,1571,35.0,102,0,No Failure
804,30217,H,296.9,307.8,1549,37.8,104,0,No Failure
805,15664,M,296.9,307.8,1544,37.6,109,0,No Failure
806,15665,M,297.0,307.9,1412,47.4,112,0,No Failure
807,15666,M,297.0,307.9,1422,53.0,115,0,No Failure
808,47987,L,297.0,307.7,1867,22.8,118,0,No Failure
809,47988,L,296.9,307.7,1424,43.3,120,0,No Failure
810,47989,L,296.9,307.6,1452,45.7,122,0,No Failure
811,47990,L,296.9,307.7,1550,39.7,124,0,No Failure
812,47991,L,296.8,307.6,1588,37.6,126,0,No Failure
813,47992,L,296.8,307.6,1338,44.4,128,0,No Failure
814,47993,L,296.8,307.6,1513,40.0,130,0,No Failure
815,15674,M,296.8,307.5,1470,45.9,132,0,No Failure
816,15675,M,296.8,307.5,1516,36.7,135,0,No Failure
817,47996,L,296.8,307.6,1434,48.3,138,0,No Failure
818,47997,L,296.8,307.6,1368,52.0,140,0,No Failure
819,47998,L,296.8,307.6,1304,48.7,142,0,No Failure
820,47999,L,296.8,307.6,1398,46.7,144,0,No Failure
821,48000,L,296.7,307.6,1516,37.4,146,0,No Failure
822,48001,L,296.7,307.6,1474,41.7,148,0,No Failure
823,15682,M,296.7,307.6,1547,34.7,150,0,No Failure
824,15683,M,296.6,307.5,1482,39.9,153,0,No Failure
825,48004,L,296.6,307.4,1436,42.8,156,0,No Failure
826,48005,L,296.6,307.3,1474,40.0,158,0,No Failure
827,48006,L,296.5,307.2,1481,38.2,160,0,No Failure
828,48007,L,296.5,307.3,1501,42.1,162,0,No Failure
829,48008,L,296.5,307.3,1566,37.2,164,0,No Failure
830,48009,L,296.5,307.3,1579,34.5,166,0,No Failure
831,48010,L,296.6,307.4,1631,35.0,168,0,No Failure
832,15691,M,296.6,307.4,1544,42.3,170,0,No Failure
833,48012,L,296.6,307.4,1521,38.6,173,0,No Failure
834,48013,L,296.6,307.4,1616,28.0,175,0,No Failure
835,30248,H,296.6,307.4,1333,50.2,177,0,No Failure
836,15695,M,296.7,307.4,1533,32.5,182,0,No Failure
837,48016,L,296.6,307.4,1368,45.1,185,0,No Failure
838,48017,L,296.6,307.4,1465,47.8,187,0,No Failure
839,30252,H,296.6,307.4,1406,41.5,189,0,No Failure
840,15699,M,296.5,307.4,1565,43.5,194,0,No Failure
841,48020,L,296.6,307.5,1582,37.9,197,0,No Failure
842,48021,L,296.6,307.5,1439,45.5,199,0,No Failure
843,15702,M,296.6,307.5,1566,35.0,201,0,No Failure
844,48023,L,296.6,307.5,1485,42.7,204,0,No Failure
845,48024,L,296.5,307.5,1566,35.1,206,0,No Failure
846,48025,L,296.3,307.3,1439,41.5,208,0,No Failure
847,15706,M,296.4,307.4,1416,50.0,210,0,No Failure
848,48027,L,296.4,307.4,2833,5.6,213,1,Power Failure
849,48028,L,296.3,307.4,1465,47.1,215,0,No Failure
850,30263,H,296.4,307.4,1586,35.5,0,0,No Failure
851,48030,L,296.3,307.3,1567,31.4,5,0,No Failure
852,15711,M,296.2,307.2,1389,48.6,7,0,No Failure
853,15712,M,296.3,307.3,1368,49.5,10,0,No Failure
854,48033,L,296.3,307.3,1444,49.0,13,0,No Failure
855,15714,M,296.3,307.3,1498,41.6,15,0,No Failure
856,48035,L,296.1,307.2,1615,30.8,18,0,No Failure
857,48036,L,296.1,307.1,1898,22.7,20,0,No Failure
858,15717,M,296.1,307.1,1350,53.3,22,0,No Failure
859,15718,M,296.2,307.0,1516,37.6,25,0,No Failure
860,30273,H,296.2,307.0,1542,40.6,28,0,No Failure
861,30274,H,296.1,306.9,1541,32.6,33,0,No Failure
862,15721,M,296.1,306.9,1951,23.3,38,0,No Failure
863,30276,H,296.1,306.8,1645,31.0,41,0,No Failure
864,48043,L,296.0,306.7,1416,44.2,46,0,No Failure
865,15724,M,296.0,306.7,2044,22.3,48,0,No Failure
866,48045,L,295.9,306.6,1414,50.2,51,0,No Failure
867,48046,L,295.9,306.6,1678,26.7,53,0,No Failure
868,30281,H,295.9,306.5,1594,33.2,55,0,No Failure
869,15728,M,295.8,306.5,1514,37.7,60,0,No Failure
870,48049,L,295.8,306.5,1358,49.2,63,0,No Failure
871,48050,L,295.8,306.4,1325,56.2,65,0,No Failure
872,48051,L,295.8,306.4,1339,53.2,67,0,No Failure
873,15732,M,295.8,306.4,1335,51.7,69,0,No Failure
874,48053,L,295.9,306.4,1892,21.7,72,0,No Failure
875,48054,L,295.9,306.4,1575,28.5,74,0,No Failure
876,15735,M,295.8,306.3,1444,45.5,76,0,No Failure
877,48056,L,295.7,306.3,1915,22.4,79,0,No Failure
878,15737,M,295.6,306.2,1584,33.6,81,0,No Failure
879,15738,M,295.7,306.3,1685,34.9,84,0,No Failure
880,48059,L,295.8,306.3,1337,54.6,87,0,No Failure
881,15740,M,295.8,306.3,1235,76.2,89,1,Power Failure
882,48061,L,295.7,306.2,1464,46.2,92,0,No Failure
883,15742,M,295.7,306.2,1739,25.9,94,0,No Failure
884,48063,L,295.7,306.3,1490,34.3,97,0,No Failure
885,48064,L,295.8,306.4,1356,48.0,99,0,No Failure
886,48065,L,295.7,306.2,1397,52.0,101,0,No Failure
887,48066,L,295.7,306.2,1458,40.6,103,0,No Failure
888,30301,H,295.7,306.2,2161,16.5,105,0,No Failure
889,15748,M,295.6,306.1,1651,28.1,110,0,No Failure
